L2/3 IT,L6 IT,L4 IT,L5 IT,L5 ET,L6 CT,L6b,L6 IT Car3,L5/6 NP
0.8957711,0.002706132,0.009604127,0.0003122896,0.08525728,9.337108e-05,1.209537e-06,0.005982184,0.0002722653
0.99999976,6.2868094e-10,5.81435e-13,1.1138825e-17,1.9896406e-07,3.7868858e-20,3.1729873e-24,2.4496553e-13,3.7813973e-14
0.9990062,3.488622e-05,9.814655e-06,1.4016839e-08,0.00094444014,1.3935711e-09,1.4596876e-12,4.510887e-06,2.2515191e-07
0.99883133,4.8503793e-05,2.4632012e-05,2.643744e-08,0.0010871724,1.5272847e-09,4.007027e-12,7.968638e-06,2.638665e-07
0.9999207,4.975312e-06,5.6004854e-08,1.6951092e-11,7.396418e-05,2.9435392e-13,2.0816518e-17,2.594612e-07,4.9963537e-11
0.9943136,0.00043739783,0.00019951283,1.6892747e-07,0.004961472,4.1427512e-08,6.311295e-11,8.530393e-05,2.4386727e-06
0.9995534,1.9749448e-06,3.0435094e-05,4.473229e-09,0.00040688476,1.0730795e-09,1.4515662e-13,7.1534073e-06,1.2208375e-07
0.99995756,4.3149757e-06,1.6570525e-08,2.5792925e-11,3.7917744e-05,2.4621817e-12,1.0100018e-15,1.6116347e-07,8.6126395e-10
0.999936,7.4148437e-07,1.8659822e-06,5.285643e-11,6.0831007e-05,3.5461007e-12,2.363803e-16,5.814563e-07,3.1192733e-09
0.99999833,7.851246e-09,5.3231908e-09,3.1423388e-13,1.7168188e-06,1.5240137e-14,6.2435613e-19,1.0104011e-08,6.395722e-11
0.9780016,0.0017007425,0.002527259,7.121649e-05,0.016759094,4.5846617e-05,5.129673e-07,0.0005820792,0.0003116158
0.99898213,7.495227e-05,9.363407e-05,1.2821317e-07,0.00081523496,6.669292e-09,5.3498116e-11,3.33896e-05,4.791618e-07
0.9907148,0.00029574457,0.0010728369,2.3133023e-05,0.0057772477,2.3730947e-06,1.1977111e-08,0.0020780524,3.587898e-05
0.9958299,0.00041915846,0.00025507028,9.4345324e-07,0.0033605746,4.857032e-07,9.0850966e-10,0.0001240832,9.708526e-06
0.99518377,0.00020395241,0.0014889515,1.0130085e-06,0.0028782426,1.0457071e-06,1.1120131e-08,0.00017013648,7.283384e-05
0.9991732,1.1697821e-05,7.972205e-07,2.4215307e-08,0.00080705,9.0159996e-10,1.9072285e-12,7.0368524e-06,1.2974859e-07
0.8349932,0.032985117,0.013581652,0.0016859926,0.088947736,0.0018159443,0.00018574098,0.017374635,0.008429947
0.9897653,0.0007229515,0.00037754283,1.0125364e-06,0.008471862,3.4252864e-07,1.2426629e-09,0.00065206276,8.963755e-06
0.9720157,0.0011972924,0.01025697,1.1186204e-05,0.014835101,7.4979675e-06,1.1158281e-06,0.0012765345,0.0003986058
0.9999229,4.3012005e-07,5.839421e-07,8.7172804e-11,7.600919e-05,2.0739018e-12,3.093202e-15,4.0383366e-08,9.170172e-09
0.9990821,5.3342334e-05,5.2412867e-07,4.975419e-09,0.00086217554,1.8379273e-10,1.5881719e-13,1.9516149e-06,2.5626813e-08
0.99976784,2.4963201e-05,9.769927e-07,6.576622e-10,0.00020406039,7.0519826e-11,2.845318e-13,2.1956025e-06,5.8022497e-08
0.99997544,6.03292e-07,2.21907e-07,7.3272334e-12,2.3575652e-05,1.2989355e-12,1.1636209e-16,7.5246525e-08,9.409027e-10
0.9921485,0.0003186997,0.00046400458,1.189514e-05,0.006158948,6.7677965e-06,4.362668e-08,0.00080187677,8.9197056e-05
0.998691,0.00038128044,4.988421e-07,2.428936e-08,0.0009120977,2.021083e-10,7.125772e-13,1.510345e-05,1.2598968e-08
0.99898475,3.1852946e-05,2.3680492e-05,9.707805e-09,0.00094736874,1.5219074e-08,4.2352315e-12,1.2048175e-05,2.3367336e-07
0.9999969,1.3938874e-08,6.711941e-10,2.4311876e-13,3.1351376e-06,2.2704576e-15,1.7648063e-20,1.0312147e-08,9.393493e-12
0.9975569,8.2094506e-05,0.00020247654,3.5898105e-07,0.0020819004,4.7024386e-08,7.830113e-11,7.491939e-05,1.2130121e-06
0.9989961,2.5171572e-05,8.1564207e-07,1.3783079e-08,0.000934636,4.0102915e-10,6.315792e-14,4.329241e-05,3.8370787e-09
0.9942826,0.00019357822,0.00046063896,9.0938954e-07,0.0048895166,3.721103e-07,6.730728e-10,0.00016917202,3.3513154e-06
0.92488164,0.0049430123,0.0030276342,0.000536342,0.058999296,0.0002816086,2.8358827e-05,0.006022654,0.0012794478
0.9975994,0.00027685944,7.919563e-05,5.299134e-07,0.001926948,1.5271522e-07,8.36784e-10,0.00011208045,4.846206e-06
0.9997867,1.5806887e-05,7.8738416e-10,1.1297651e-11,0.00019625394,7.8836995e-14,6.102924e-18,1.2818e-06,3.614343e-12
0.99997735,9.137969e-07,2.7842677e-08,2.082887e-12,2.1556365e-05,1.6488044e-14,4.0999024e-19,1.5716171e-07,4.700365e-11
0.9937084,0.0010512145,5.3105232e-05,6.819471e-07,0.005075404,7.321518e-08,8.73875e-10,0.00010149051,9.76866e-06
0.9998481,2.5417658e-06,2.5366546e-07,2.177407e-10,0.00014865404,1.9100619e-11,9.609578e-16,4.1094808e-07,1.157393e-08
0.9999771,2.567717e-07,3.546389e-08,3.5634414e-12,2.2707336e-05,8.586088e-14,4.9701296e-17,2.4650777e-08,1.6344384e-10
0.99997866,1.6425934e-06,4.3215607e-08,3.3073373e-12,1.9714871e-05,8.4056574e-13,1.07479025e-16,5.7173796e-08,5.3043836e-10
0.9999777,5.7893743e-07,4.8189126e-08,5.038784e-12,2.1561082e-05,6.723869e-14,9.031895e-19,1.11214405e-07,3.196196e-11
0.98829556,0.0008899101,0.0007910674,5.8016917e-06,0.009524697,1.0187511e-05,7.402703e-07,0.00025268414,0.000229442
0.9999435,5.280866e-07,1.9015361e-07,8.3387026e-11,5.5719385e-05,9.149835e-12,2.5426947e-15,4.318385e-08,1.2455775e-08
0.99434197,0.00016951885,0.00038182197,1.9408483e-06,0.004899901,4.2882868e-07,5.9200485e-09,0.00015026904,5.4191405e-05
0.9995065,8.888492e-06,1.1147353e-06,2.1667281e-08,0.00046371427,5.984896e-10,4.8714917e-13,1.9798901e-05,3.425538e-08
0.988974,0.0009699476,0.0019426176,3.8404028e-06,0.007624937,2.6898301e-06,2.6834478e-08,0.00038335053,9.853183e-05
0.9999957,1.656494e-07,5.2064255e-09,1.5393765e-14,4.2007055e-06,2.5555458e-16,2.8958826e-21,2.5068956e-09,1.1792829e-12
0.99999976,7.67755e-09,6.8295205e-12,3.0228232e-19,2.4202714e-07,8.683554e-21,3.853031e-25,6.370231e-13,7.5902914e-16
0.9999993,1.0438247e-08,3.5921993e-10,4.5275834e-15,6.8021626e-07,1.678072e-16,6.4659013e-22,2.1305253e-10,1.5624745e-12
0.999498,1.3918768e-05,4.133868e-06,2.0671604e-09,0.00047986582,2.8856487e-10,1.9545255e-13,3.8961152e-06,7.760825e-08
0.99999726,7.5217815e-10,2.4970578e-10,3.6271027e-15,2.760059e-06,1.3521608e-18,1.5014825e-23,2.9350564e-10,1.1885833e-13
0.99743134,7.1458395e-05,1.7658187e-05,6.2083444e-08,0.00247123,1.814453e-08,3.9725914e-11,2.3969656e-06,5.6827175e-06
0.98980576,0.00074904226,4.440176e-05,6.793356e-07,0.009285975,8.0249634e-08,1.4770404e-09,0.00010412392,9.876609e-06
0.99999547,3.9043897e-08,5.3747345e-10,7.713384e-14,4.530105e-06,3.0729851e-15,1.1748826e-19,2.5181472e-09,4.0533384e-12
0.98899615,0.003465122,5.880079e-05,6.410164e-06,0.0072126114,1.6318987e-07,6.330141e-09,0.00025909857,1.6683983e-06
0.99999154,2.6000498e-07,2.9339273e-09,5.4823506e-14,8.217445e-06,1.9409925e-15,4.127375e-19,8.576723e-09,4.174147e-12
0.96299136,0.0022280456,0.0008110947,7.7764984e-05,0.031842098,2.641499e-05,1.2323265e-07,0.0018089119,0.00021423778
0.95670843,0.011461531,0.0023538885,9.8231736e-05,0.025575573,5.461296e-05,8.300848e-07,0.0035164165,0.0002303901
0.98998636,0.00024431647,4.8762508e-05,3.6738084e-07,0.009673632,3.9399158e-08,4.119741e-10,4.4188742e-05,2.393491e-06
0.9996203,9.084072e-06,4.294356e-06,3.34735e-09,0.0003518492,1.7784754e-10,8.565554e-15,1.4397502e-05,1.6363893e-08
0.9998204,7.0366173e-06,2.6103793e-05,6.0047904e-09,0.0001436473,1.4396909e-09,2.1442913e-12,2.5560735e-06,2.6485574e-07
0.9972209,0.00015601871,0.00044769247,1.3122227e-06,0.002087787,9.428961e-07,1.4795499e-09,6.5200555e-05,2.0211563e-05
0.99943846,1.1594478e-05,1.1932474e-06,8.134493e-09,0.00052245485,5.25979e-10,9.0061876e-14,2.6158727e-05,1.5625766e-07
0.9999981,5.2491167e-08,4.5689263e-10,2.0239827e-14,1.8571006e-06,4.0547168e-16,3.418276e-21,1.4720647e-10,7.8976376e-13
0.9996995,4.369704e-05,1.5470383e-07,6.605328e-09,0.00023269256,6.4407264e-11,1.4748817e-14,2.3977114e-05,3.1475358e-09
0.99949956,0.00011080598,1.9128572e-07,3.781383e-09,0.00038056847,5.486543e-11,8.203435e-14,8.843289e-06,5.0924176e-09
0.9893441,0.00032798195,9.020055e-05,4.1767894e-06,0.009940216,9.431414e-07,1.871367e-08,0.00021348402,7.889784e-05
0.9996536,6.48596e-06,2.2885524e-06,2.1597422e-09,0.00033492324,2.869149e-10,1.8108383e-13,2.7029203e-06,3.388408e-08
0.9998134,1.1654567e-05,1.935451e-06,3.0488156e-09,0.00016964873,9.333825e-11,1.9674974e-14,3.5369599e-06,9.2354435e-09
0.9975701,9.796644e-05,1.0680426e-05,6.6269486e-08,0.0023172707,2.1255981e-09,3.361894e-11,3.2955854e-06,6.0010433e-07
0.99588627,0.00040514176,3.7840007e-05,2.18066e-07,0.0036376347,5.5990686e-08,5.2425727e-11,3.2157088e-05,6.302354e-07
0.98901457,0.0003500684,9.025525e-05,2.8609566e-06,0.010389653,1.2773366e-07,7.539348e-10,0.00014742442,4.955354e-06
0.93623304,0.009191979,0.0008643093,0.00046008432,0.04774293,3.283855e-05,5.5986998e-06,0.0048083263,0.0006608256
0.9872502,0.00020481771,0.0033931646,4.049219e-06,0.008585731,3.4751267e-06,8.062434e-09,0.0005155011,4.311356e-05
0.9441185,0.017878072,0.0034017789,0.00019345559,0.03029678,0.00010173269,1.1406192e-05,0.0032973294,0.00070084917
0.735347,0.10074724,0.02445172,0.0061496166,0.100536674,0.001082413,0.0002897935,0.027158486,0.0042371335
0.972997,0.002718621,0.0002823906,4.965505e-06,0.023277175,2.0474195e-06,2.0909871e-08,0.0006939012,2.3922941e-05
0.9998977,3.04164e-06,1.3095242e-07,4.6913393e-11,9.8889046e-05,1.1024411e-12,1.2862072e-16,1.5834563e-07,1.5616322e-10
0.9984296,4.822944e-05,1.22499e-05,1.7868965e-08,0.0014983292,3.185875e-09,6.8986977e-13,1.0961812e-05,6.31734e-07
0.98849994,0.0002714762,0.0020494882,3.7472216e-06,0.008692314,2.486155e-06,2.8689515e-08,0.00037608173,0.000104458275
0.9999999,1.5111651e-09,1.8946266e-13,5.378228e-20,1.0131744e-07,7.7023904e-22,1.4543712e-28,4.6551265e-12,1.7180305e-17
0.9999924,7.7145614e-08,5.519911e-09,1.6342583e-13,7.502374e-06,2.8372931e-15,3.5920192e-20,9.770845e-09,1.3625276e-11
0.99924314,3.4003967e-06,1.007373e-06,3.448677e-09,0.0007516268,6.3763334e-10,6.3055e-13,8.679156e-07,2.6854853e-08
0.99999726,8.900997e-09,2.3877034e-11,1.8587781e-16,2.7244532e-06,3.510866e-18,1.8411995e-23,3.798903e-11,5.9172865e-13
0.99999976,3.6476985e-10,1.912044e-10,5.1123083e-18,2.0875149e-07,4.952787e-19,6.139255e-25,5.239105e-11,4.6483046e-15
0.9796571,0.005488904,0.0006983438,1.389783e-05,0.010762614,3.949761e-06,2.111909e-07,0.0033119807,6.2905994e-05
0.9259684,0.009191845,0.008720946,9.9046934e-05,0.0525704,5.7113604e-05,3.3756066e-06,0.0031183434,0.00027060386
0.9491362,0.01591494,0.0007742893,5.8487738e-05,0.029698767,3.863069e-05,1.9246463e-06,0.0040750946,0.00030174528
0.9999666,2.7357697e-07,1.9840483e-08,4.470951e-12,3.3030254e-05,5.21682e-13,3.625385e-16,6.624851e-08,5.948686e-10
0.999974,4.3019662e-07,4.6053464e-07,2.3455389e-11,2.4889228e-05,2.206928e-12,3.081591e-17,2.0845329e-07,5.036186e-10
0.99831855,0.00011003937,0.00014036986,8.057799e-08,0.0014157034,1.97858e-09,1.01066655e-11,1.51227905e-05,2.6021712e-07
0.99987197,1.4608819e-06,9.750541e-07,7.52204e-11,0.00012487712,1.3678393e-11,6.806327e-14,6.5434637e-07,2.0965617e-08
0.9254906,0.01666997,0.0047154687,0.00018428691,0.048071355,5.0032806e-05,1.8789e-05,0.004344472,0.0004549476
0.98726374,0.0011672409,0.00052686984,7.4115133e-06,0.010740936,2.5848267e-06,2.4977075e-07,0.0001696256,0.00012131211
0.99990904,3.438123e-06,9.1110746e-07,1.1933458e-10,8.630463e-05,1.7684769e-11,3.23161e-14,3.072316e-07,1.1355548e-08
0.9874763,0.002707649,0.00013327617,2.4355006e-05,0.009263829,1.4539592e-06,3.034854e-08,0.00037072564,2.2425736e-05
0.99628985,0.0002201051,0.00028079955,2.992052e-07,0.002953283,1.0192066e-07,4.843815e-10,0.0002494843,6.119887e-06
0.9941884,0.00025066792,0.0017429015,1.2829649e-07,0.0035749061,7.285733e-08,7.763352e-11,0.00024111281,1.7815662e-06
0.99998987,9.5307314e-08,9.354514e-10,4.680425e-13,1.0068687e-05,4.1248895e-15,8.6323793e-20,1.3702537e-08,4.5010905e-11
0.99696016,0.00026550406,0.00010022011,2.0969085e-07,0.0026439533,8.199255e-08,1.02871565e-10,2.6766773e-05,3.0841982e-06
0.9930287,0.0005501704,0.0012821048,1.1154038e-05,0.0045150835,3.3007893e-06,3.575719e-08,0.00057972973,2.9664046e-05
0.999191,1.7767297e-05,2.3414739e-06,5.5197393e-09,0.0007845634,8.3219653e-10,1.4247539e-12,4.122942e-06,6.390214e-08
0.99573886,0.0005918873,0.00014447363,7.639291e-07,0.0034536184,3.4653434e-07,3.2199026e-09,4.7221303e-05,2.2755536e-05
0.99943084,8.310448e-06,1.0431925e-06,9.0910324e-10,0.0005585525,1.7442783e-10,2.5235795e-13,1.0773699e-06,7.86173e-08
0.99984264,3.107141e-06,2.6849767e-07,5.5103595e-11,0.00015083227,1.7539246e-12,1.8468164e-15,3.2413964e-06,4.5324325e-10
0.99976414,4.6010505e-06,7.5565275e-08,1.0684038e-09,0.00023066689,2.8451302e-12,6.346841e-17,4.8588225e-07,1.0136414e-10
0.83158165,0.024625318,0.014650883,0.0013154207,0.09490613,0.0014041374,0.0003184226,0.022772405,0.008425657
0.9931671,0.00021949515,0.00013483543,4.3991813e-07,0.006379418,3.6004514e-07,3.9337228e-10,8.60964e-05,1.2251998e-05
0.99990976,1.4206587e-07,1.8265033e-07,5.6012382e-11,8.98242e-05,7.386903e-13,6.669298e-17,3.580991e-08,3.361482e-09
0.99961805,1.1467404e-05,1.1687849e-05,5.7556377e-09,0.00035562905,1.9994146e-09,4.910266e-13,2.8453985e-06,3.1981412e-07
0.9849358,0.0021877976,0.00040892095,9.716461e-06,0.012106924,1.3212792e-06,3.1878212e-08,0.0002860462,6.331206e-05
0.9998914,3.2097142e-07,5.0353555e-07,7.0470046e-11,0.00010772345,1.7059153e-11,4.2295794e-15,5.741391e-08,1.3355443e-08
0.99756396,6.749932e-05,6.781089e-05,2.0783966e-07,0.0022204753,1.0166357e-08,4.0378277e-11,7.714503e-05,2.988982e-06
0.7339341,0.06233138,0.02983083,0.0025089795,0.13481584,0.0020135029,0.00036636592,0.027082546,0.0071163997
0.9995104,1.8157226e-06,3.5931174e-05,2.8027396e-09,0.00043795072,1.9003283e-09,1.0531911e-12,1.36550625e-05,6.564685e-08
